bess,port_1,port_2,port_3
2019-07-14 19:30,0.079,0.079,0.065
2019-07-14 19:45,0.079,0.079,0.065
2019-07-14 20:00,0.079,0.079,0.065
2019-07-14 20:15,0.079,0.079,0.065
2019-07-14 20:30,0.079,0.079,0.065
2019-07-14 20:45,0.079,0.079,0.065
2019-07-14 21:00,0.079,0.079,0.065
2019-07-14 21:15,0.079,0.079,0.065
2019-07-14 21:30,0.079,0.079,0.065
2019-07-14 21:45,0.079,0.079,0.065
2019-07-14 22:00,0.079,0.079,0.065
2019-07-14 22:15,0.079,0.079,0.065
2019-07-14 22:30,0.079,0.079,0.065
2019-07-14 22:45,0.079,0.079,0.065
2019-07-14 23:00,0.079,0.079,0.065
2019-07-14 23:15,0.079,0.079,0.065
2019-07-14 23:30,0.079,0.079,0.065
2019-07-14 23:45,0.079,0.079,0.065
2019-07-15 0:00,0.079,0.079,0.065
2019-07-15 0:15,0.079,0.079,0.065
2019-07-15 0:30,0.079,0.079,0.065
2019-07-15 0:45,0.079,0.079,0.065
2019-07-15 1:00,0.079,0.079,0.065
2019-07-15 1:15,0.079,0.079,0.065
2019-07-15 1:30,0.079,0.079,0.065
2019-07-15 1:45,0.079,0.079,0.065
2019-07-15 2:00,0.079,0.079,0.065
2019-07-15 2:15,0.079,0.079,0.065
2019-07-15 2:30,0.079,0.079,0.065
2019-07-15 2:45,0.079,0.079,0.065
2019-07-15 3:00,0.079,0.079,0.065
2019-07-15 3:15,0.079,0.079,0.065
2019-07-15 3:30,0.079,0.079,0.065
2019-07-15 3:45,0.079,0.079,0.065
2019-07-15 4:00,0.079,0.079,0.065
2019-07-15 4:15,0.079,0.079,0.065
2019-07-15 4:30,0.079,0.079,0.065
2019-07-15 4:45,0.079,0.079,0.065
2019-07-15 5:00,0.079,0.079,0.065
2019-07-15 5:15,0.079,0.079,0.065
2019-07-15 5:30,0.079,0.079,0.065
2019-07-15 5:45,0.079,0.079,0.064
2019-07-15 6:00,0.079,0.079,0.065
2019-07-15 6:15,0.079,0.079,0.065
2019-07-15 6:30,0.079,0.079,0.065
2019-07-15 6:45,0.079,0.079,0.064
2019-07-15 7:00,0.079,0.079,0.064
2019-07-15 7:15,0.079,0.079,0.064
2019-07-15 7:30,0.079,0.079,0.064
2019-07-15 7:45,0.079,0.079,0.064
2019-07-15 8:00,0.079,0.079,0.064
2019-07-15 8:15,0.079,0.079,0.064
2019-07-15 8:30,0.079,0.078,0.064
2019-07-15 8:45,0.079,0.079,0.064
2019-07-15 9:00,0.079,0.079,0.064
2019-07-15 9:15,0.079,0.078,0.064
2019-07-15 9:30,0.079,0.078,0.064
2019-07-15 9:45,0.079,0.078,0.064
2019-07-15 10:00,0.079,0.078,0.064
2019-07-15 10:15,0.079,0.078,0.064
2019-07-15 10:30,0.079,0.078,0.064
2019-07-15 10:45,0.079,0.078,0.064
2019-07-15 11:00,0.079,0.078,0.064
2019-07-15 11:15,0.079,0.078,0.064
2019-07-15 11:30,0.079,0.077,0.064
2019-07-15 11:45,0.079,0.077,0.064
2019-07-15 12:00,0.079,0.077,0.064
2019-07-15 12:15,0.079,0.077,0.064
2019-07-15 12:30,0.079,0.077,0.064
2019-07-15 12:45,0.079,0.077,0.064
2019-07-15 13:00,0.079,0.077,0.064
2019-07-15 13:15,0.079,0.077,0.064
2019-07-15 13:30,0.079,0.077,0.064
2019-07-15 13:45,0.079,0.077,0.064
2019-07-15 14:00,0.079,0.077,0.064
2019-07-15 14:15,0.079,0.077,0.064
2019-07-15 14:30,0.079,0.077,0.064
2019-07-15 14:45,0.079,0.077,0.064
2019-07-15 15:00,0.079,0.077,0.064
2019-07-15 15:15,0.079,0.076,0.064
2019-07-15 15:30,0.079,0.076,0.064
2019-07-15 15:45,0.079,0.076,0.064
2019-07-15 16:00,0.079,0.076,0.064
2019-07-15 16:15,0.079,0.076,0.064
2019-07-15 16:30,0.079,0.076,0.064
2019-07-15 16:45,0.079,0.076,0.064
2019-07-15 17:00,0.081,0.076,0.064
2019-07-15 17:15,0.081,0.076,0.064
2019-07-15 17:30,0.081,0.076,0.064
2019-07-15 17:45,0.081,0.076,0.064
2019-07-15 18:00,0.081,0.076,0.064
2019-07-15 18:15,0.081,0.076,0.064
2019-07-15 18:30,0.081,0.076,0.064
2019-07-15 18:45,0.081,0.076,0.064
2019-07-15 19:00,0.081,0.076,0.064
2019-07-15 19:15,0.081,0.076,0.064
2019-07-15 19:30,0.081,0.075,0.064
2019-07-15 19:45,0.081,0.075,0.064
2019-07-15 20:00,0.081,0.075,0.064
2019-07-15 20:15,0.081,0.075,0.064
2019-07-15 20:30,0.081,0.075,0.064
2019-07-15 20:45,0.081,0.075,0.064
2019-07-15 21:00,0.077,0.074,0.066
2019-07-15 21:15,0.074,0.077,0.066
2019-07-15 21:30,0.075,0.090,0.066
2019-07-15 21:45,0.076,0.100,0.066
2019-07-15 22:00,0.075,0.108,0.066
2019-07-15 22:15,0.074,0.114,0.066
2019-07-15 22:30,0.073,0.120,0.066
2019-07-15 22:45,0.073,0.126,0.066
2019-07-15 23:00,0.073,0.129,0.066
2019-07-15 23:15,0.074,0.132,0.066
2019-07-15 23:30,0.075,0.133,0.066
2019-07-15 23:45,0.076,0.134,0.066
2019-07-16 0:00,0.076,0.134,0.066
2019-07-16 0:15,0.076,0.133,0.066
2019-07-16 0:30,0.076,0.132,0.066
2019-07-16 0:45,0.076,0.132,0.066
2019-07-16 1:00,0.076,0.132,0.066
2019-07-16 1:15,0.077,0.131,0.067
2019-07-16 1:30,0.077,0.130,0.069
2019-07-16 1:45,0.077,0.130,0.071
2019-07-16 2:00,0.077,0.130,0.074
2019-07-16 2:15,0.077,0.130,0.078
2019-07-16 2:30,0.077,0.129,0.083
2019-07-16 2:45,0.077,0.128,0.087
2019-07-16 3:00,0.077,0.128,0.091
2019-07-16 3:15,0.077,0.128,0.094
2019-07-16 3:30,0.077,0.128,0.097
2019-07-16 3:45,0.077,0.127,0.100
2019-07-16 4:00,0.077,0.127,0.103
2019-07-16 4:15,0.077,0.127,0.105
2019-07-16 4:30,0.077,0.127,0.106
2019-07-16 4:45,0.077,0.127,0.108
2019-07-16 5:00,0.077,0.126,0.110
2019-07-16 5:15,0.077,0.126,0.111
2019-07-16 5:30,0.077,0.125,0.112
2019-07-16 5:45,0.077,0.125,0.113
2019-07-16 6:00,0.077,0.125,0.114
2019-07-16 6:15,0.077,0.125,0.115
2019-07-16 6:30,0.077,0.125,0.116
2019-07-16 6:45,0.077,0.124,0.117
2019-07-16 7:00,0.077,0.123,0.117
2019-07-16 7:15,0.077,0.123,0.117
2019-07-16 7:30,0.077,0.123,0.118
2019-07-16 7:45,0.077,0.123,0.118
2019-07-16 8:00,0.077,0.123,0.118
2019-07-16 8:15,0.077,0.123,0.119
2019-07-16 8:30,0.077,0.123,0.120
2019-07-16 8:45,0.077,0.123,0.120
2019-07-16 9:00,0.077,0.123,0.120
2019-07-16 9:15,0.077,0.122,0.120
2019-07-16 9:30,0.077,0.122,0.120
2019-07-16 9:45,0.077,0.122,0.120
2019-07-16 10:00,0.077,0.122,0.121
2019-07-16 10:15,0.077,0.122,0.121
2019-07-16 10:30,0.077,0.122,0.122
2019-07-16 10:45,0.077,0.121,0.122
2019-07-16 11:00,0.077,0.120,0.122
2019-07-16 11:15,0.077,0.120,0.122
2019-07-16 11:30,0.077,0.120,0.122
2019-07-16 11:45,0.077,0.120,0.122
2019-07-16 12:00,0.077,0.120,0.122
2019-07-16 12:15,0.077,0.120,0.122
2019-07-16 12:30,0.077,0.120,0.122
2019-07-16 12:45,0.077,0.120,0.122
2019-07-16 13:00,0.077,0.119,0.122
2019-07-16 13:15,0.077,0.119,0.122
2019-07-16 13:30,0.077,0.119,0.122
2019-07-16 13:45,0.077,0.119,0.122
2019-07-16 14:00,0.077,0.118,0.122
2019-07-16 14:15,0.077,0.118,0.122
2019-07-16 14:30,0.077,0.118,0.122
2019-07-16 14:45,0.077,0.118,0.122
2019-07-16 15:00,0.077,0.118,0.122
2019-07-16 15:15,0.077,0.118,0.122
2019-07-16 15:30,0.077,0.118,0.122
2019-07-16 15:45,0.077,0.118,0.122
2019-07-16 16:00,0.077,0.118,0.122
2019-07-16 16:15,0.077,0.117,0.122
2019-07-16 16:30,0.077,0.117,0.122
2019-07-16 16:45,0.077,0.117,0.122
2019-07-16 17:00,0.077,0.117,0.122
2019-07-16 17:15,0.077,0.117,0.122
2019-07-16 17:30,0.077,0.117,0.122
2019-07-16 17:45,0.077,0.117,0.122
2019-07-16 18:00,0.077,0.117,0.122
2019-07-16 18:15,0.077,0.117,0.121
2019-07-16 18:30,0.077,0.117,0.121
2019-07-16 18:45,0.077,0.117,0.121
2019-07-16 19:00,0.077,0.117,0.121
2019-07-16 19:15,0.077,0.117,0.121
2019-07-16 19:30,0.077,0.116,0.120
2019-07-16 19:45,0.077,0.116,0.121
2019-07-16 20:00,0.077,0.116,0.120
2019-07-16 20:15,0.077,0.116,0.120
2019-07-16 20:30,0.077,0.115,0.120
2019-07-16 20:45,0.077,0.115,0.120
2019-07-16 21:00,0.077,0.115,0.120
2019-07-16 21:15,0.077,0.115,0.120
2019-07-16 21:30,0.077,0.115,0.120
2019-07-16 21:45,0.077,0.115,0.120
2019-07-16 22:00,0.077,0.115,0.120
2019-07-16 22:15,0.077,0.115,0.120
2019-07-16 22:30,0.077,0.115,0.120
2019-07-16 22:45,0.077,0.115,0.120
2019-07-16 23:00,0.077,0.115,0.120
2019-07-16 23:15,0.077,0.114,0.120
2019-07-16 23:30,0.077,0.113,0.120
2019-07-16 23:45,0.077,0.113,0.120
2019-07-17 0:00,0.077,0.113,0.120
2019-07-17 0:15,0.077,0.113,0.120
2019-07-17 0:30,0.077,0.113,0.120
2019-07-17 0:45,0.077,0.113,0.120
2019-07-17 1:00,0.077,0.113,0.120
2019-07-17 1:15,0.077,0.113,0.120
2019-07-17 1:30,0.077,0.113,0.120
2019-07-17 1:45,0.077,0.113,0.120
2019-07-17 2:00,0.077,0.113,0.120
2019-07-17 2:15,0.077,0.113,0.120
2019-07-17 2:30,0.077,0.113,0.119
2019-07-17 2:45,0.077,0.113,0.119
2019-07-17 3:00,0.077,0.113,0.119
2019-07-17 3:15,0.077,0.113,0.119
2019-07-17 3:30,0.077,0.113,0.119
2019-07-17 3:45,0.077,0.112,0.119
2019-07-17 4:00,0.077,0.112,0.119
2019-07-17 4:15,0.077,0.112,0.119
2019-07-17 4:30,0.077,0.112,0.119
2019-07-17 4:45,0.077,0.112,0.118
2019-07-17 5:00,0.077,0.111,0.118
2019-07-17 5:15,0.077,0.111,0.118
2019-07-17 5:30,0.077,0.111,0.118
2019-07-17 5:45,0.077,0.111,0.118
2019-07-17 6:00,0.077,0.111,0.118
2019-07-17 6:15,0.077,0.111,0.118
2019-07-17 6:30,0.077,0.111,0.118
2019-07-17 6:45,0.077,0.111,0.118
2019-07-17 7:00,0.077,0.111,0.118
2019-07-17 7:15,0.077,0.111,0.118
2019-07-17 7:30,0.077,0.111,0.118
2019-07-17 7:45,0.077,0.111,0.118
2019-07-17 8:00,0.077,0.111,0.118
2019-07-17 8:15,0.077,0.111,0.118
2019-07-17 8:30,0.077,0.111,0.118
2019-07-17 8:45,0.077,0.110,0.118
2019-07-17 9:00,0.077,0.110,0.118
2019-07-17 9:15,0.077,0.110,0.118
2019-07-17 9:30,0.077,0.110,0.118
2019-07-17 9:45,0.077,0.110,0.118
2019-07-17 10:00,0.077,0.110,0.118
2019-07-17 10:15,0.077,0.110,0.117
2019-07-17 10:30,0.077,0.110,0.117
2019-07-17 10:45,0.077,0.110,0.117
2019-07-17 11:00,0.077,0.110,0.117
2019-07-17 11:15,0.077,0.110,0.117
2019-07-17 11:30,0.077,0.110,0.117
2019-07-17 11:45,0.077,0.110,0.117
2019-07-17 12:00,0.077,0.110,0.117
2019-07-17 12:15,0.077,0.110,0.117
2019-07-17 12:30,0.077,0.110,0.117
2019-07-17 12:45,0.077,0.109,0.117
2019-07-17 13:00,0.077,0.109,0.117
2019-07-17 13:15,0.077,0.109,0.117
2019-07-17 13:30,0.077,0.109,0.117
2019-07-17 13:45,0.077,0.109,0.117
2019-07-17 14:00,0.077,0.109,0.117
2019-07-17 14:15,0.077,0.108,0.117
2019-07-17 14:30,0.077,0.108,0.117
2019-07-17 14:45,0.077,0.108,0.117
2019-07-17 15:00,0.077,0.108,0.117
2019-07-17 15:15,0.077,0.108,0.117
2019-07-17 15:30,0.077,0.108,0.117
2019-07-17 15:45,0.077,0.108,0.116
2019-07-17 16:00,0.077,0.108,0.116
2019-07-17 16:15,0.077,0.108,0.116
2019-07-17 16:30,0.077,0.108,0.116
2019-07-17 16:45,0.077,0.108,0.116
2019-07-17 17:00,0.077,0.108,0.115
2019-07-17 17:15,0.077,0.108,0.115
2019-07-17 17:30,0.077,0.108,0.115
2019-07-17 17:45,0.077,0.108,0.115
2019-07-17 18:00,0.077,0.108,0.115
2019-07-17 18:15,0.077,0.107,0.115
2019-07-17 18:30,0.077,0.107,0.115
2019-07-17 18:45,0.077,0.107,0.115
2019-07-17 19:00,0.077,0.107,0.115
2019-07-17 19:15,0.077,0.107,0.115
2019-07-17 19:30,0.077,0.106,0.115
2019-07-17 19:45,0.077,0.106,0.115
2019-07-17 20:00,0.077,0.106,0.115
2019-07-17 20:15,0.077,0.106,0.114
2019-07-17 20:30,0.077,0.106,0.114
2019-07-17 20:45,0.077,0.106,0.114
2019-07-17 21:00,0.077,0.106,0.114
2019-07-17 21:15,0.077,0.106,0.113
2019-07-17 21:30,0.077,0.106,0.113
2019-07-17 21:45,0.077,0.106,0.113
2019-07-17 22:00,0.077,0.106,0.113
2019-07-17 22:15,0.077,0.106,0.113
2019-07-17 22:30,0.077,0.106,0.113
2019-07-17 22:45,0.077,0.106,0.113
2019-07-17 23:00,0.077,0.106,0.113
2019-07-17 23:15,0.077,0.106,0.113
2019-07-17 23:30,0.077,0.106,0.113
2019-07-17 23:45,0.077,0.106,0.113
2019-07-18 0:00,0.077,0.106,0.113
2019-07-18 0:15,0.077,0.106,0.113
2019-07-18 0:30,0.077,0.106,0.113
2019-07-18 0:45,0.077,0.106,0.113
2019-07-18 1:00,0.077,0.105,0.113
2019-07-18 1:15,0.077,0.105,0.113
2019-07-18 1:30,0.077,0.105,0.113
2019-07-18 1:45,0.077,0.105,0.113
2019-07-18 2:00,0.077,0.105,0.113
2019-07-18 2:15,0.077,0.105,0.113
2019-07-18 2:30,0.077,0.105,0.113
2019-07-18 2:45,0.077,0.105,0.113
2019-07-18 3:00,0.077,0.105,0.113
2019-07-18 3:15,0.077,0.105,0.112
2019-07-18 3:30,0.077,0.105,0.112
2019-07-18 3:45,0.077,0.105,0.112
2019-07-18 4:00,0.077,0.105,0.112
2019-07-18 4:15,0.077,0.105,0.112
2019-07-18 4:30,0.077,0.105,0.112
2019-07-18 4:45,0.077,0.105,0.111
2019-07-18 5:00,0.077,0.105,0.111
2019-07-18 5:15,0.077,0.105,0.111
2019-07-18 5:30,0.077,0.105,0.111
2019-07-18 5:45,0.077,0.105,0.111
2019-07-18 6:00,0.077,0.105,0.111
2019-07-18 6:15,0.078,0.105,0.111
2019-07-18 6:30,0.078,0.105,0.111
2019-07-18 6:45,0.077,0.105,0.111
2019-07-18 7:00,0.078,0.105,0.111
2019-07-18 7:15,0.078,0.105,0.111
2019-07-18 7:30,0.078,0.105,0.111
2019-07-18 7:45,0.078,0.105,0.111
2019-07-18 8:00,0.078,0.105,0.111
2019-07-18 8:15,0.078,0.105,0.111
2019-07-18 8:30,0.078,0.104,0.111
2019-07-18 8:45,0.078,0.104,0.111
2019-07-18 9:00,0.078,0.104,0.111
2019-07-18 9:15,0.078,0.103,0.111
2019-07-18 9:30,0.078,0.104,0.111
2019-07-18 9:45,0.078,0.103,0.111
2019-07-18 10:00,0.078,0.103,0.111
2019-07-18 10:15,0.078,0.103,0.111
2019-07-18 10:30,0.078,0.103,0.111
2019-07-18 10:45,0.078,0.103,0.111
2019-07-18 11:00,0.078,0.103,0.111
2019-07-18 11:15,0.078,0.103,0.111
2019-07-18 11:30,0.078,0.103,0.111
2019-07-18 11:45,0.078,0.103,0.111
2019-07-18 12:00,0.078,0.103,0.110
2019-07-18 12:15,0.078,0.103,0.110
2019-07-18 12:30,0.078,0.103,0.110
2019-07-18 12:45,0.078,0.103,0.110
2019-07-18 13:00,0.078,0.103,0.110
2019-07-18 13:15,0.078,0.103,0.110
2019-07-18 13:30,0.078,0.103,0.110
2019-07-18 13:45,0.078,0.103,0.110
2019-07-18 14:00,0.078,0.103,0.110
2019-07-18 14:15,0.078,0.103,0.110
2019-07-18 14:30,0.078,0.103,0.110
2019-07-18 14:45,0.078,0.103,0.110
2019-07-18 15:00,0.078,0.103,0.110
2019-07-18 15:15,0.078,0.103,0.110
2019-07-18 15:30,0.078,0.103,0.110
2019-07-18 15:45,0.078,0.103,0.110
2019-07-18 16:00,0.078,0.103,0.110
2019-07-18 16:15,0.078,0.103,0.110
2019-07-18 16:30,0.078,0.102,0.110
2019-07-18 16:45,0.078,0.102,0.110
2019-07-18 17:00,0.078,0.102,0.110
2019-07-18 17:15,0.078,0.103,0.110
2019-07-18 17:30,0.078,0.102,0.110
2019-07-18 17:45,0.078,0.102,0.110
2019-07-18 18:00,0.078,0.102,0.110
2019-07-18 18:15,0.078,0.102,0.110
2019-07-18 18:30,0.078,0.102,0.110
2019-07-18 18:45,0.078,0.101,0.110
2019-07-18 19:00,0.078,0.102,0.110
2019-07-18 19:15,0.078,0.101,0.110
2019-07-18 19:30,0.078,0.101,0.110
2019-07-18 19:45,0.078,0.101,0.110
2019-07-18 20:00,0.078,0.101,0.109
2019-07-18 20:15,0.078,0.101,0.109
2019-07-18 20:30,0.078,0.101,0.109
2019-07-18 20:45,0.078,0.101,0.109
2019-07-18 21:00,0.078,0.101,0.109
2019-07-18 21:15,0.078,0.101,0.109
2019-07-18 21:30,0.078,0.101,0.109
2019-07-18 21:45,0.078,0.101,0.109
2019-07-18 22:00,0.078,0.101,0.109
2019-07-18 22:15,0.078,0.101,0.109
2019-07-18 22:30,0.078,0.101,0.108
2019-07-18 22:45,0.079,0.101,0.108
2019-07-18 23:00,0.079,0.101,0.108
2019-07-18 23:15,0.079,0.101,0.108
2019-07-18 23:30,0.079,0.101,0.108
2019-07-18 23:45,0.079,0.101,0.108
2019-07-19 0:00,0.079,0.101,0.108
2019-07-19 0:15,0.079,0.101,0.108
2019-07-19 0:30,0.079,0.101,0.108
2019-07-19 0:45,0.079,0.101,0.108
2019-07-19 1:00,0.079,0.101,0.108
2019-07-19 1:15,0.079,0.101,0.108
2019-07-19 1:30,0.079,0.101,0.108
2019-07-19 1:45,0.079,0.101,0.108
2019-07-19 2:00,0.079,0.101,0.108
2019-07-19 2:15,0.079,0.101,0.108
2019-07-19 2:30,0.079,0.101,0.108
2019-07-19 2:45,0.079,0.101,0.108
2019-07-19 3:00,0.079,0.101,0.108
2019-07-19 3:15,0.079,0.101,0.108
2019-07-19 3:30,0.079,0.101,0.108
2019-07-19 3:45,0.079,0.100,0.108
2019-07-19 4:00,0.079,0.100,0.108
2019-07-19 4:15,0.079,0.100,0.108
2019-07-19 4:30,0.079,0.100,0.108
2019-07-19 4:45,0.079,0.100,0.107
2019-07-19 5:00,0.079,0.100,0.107
2019-07-19 5:15,0.079,0.100,0.107
2019-07-19 5:30,0.079,0.100,0.107
2019-07-19 5:45,0.079,0.100,0.107
2019-07-19 6:00,0.079,0.100,0.107
2019-07-19 6:15,0.079,0.100,0.106
2019-07-19 6:30,0.079,0.100,0.106
2019-07-19 6:45,0.079,0.100,0.106
2019-07-19 7:00,0.079,0.100,0.106
2019-07-19 7:15,0.079,0.100,0.106
2019-07-19 7:30,0.079,0.100,0.106
2019-07-19 7:45,0.079,0.100,0.106
2019-07-19 8:00,0.079,0.100,0.106
2019-07-19 8:15,0.079,0.100,0.106
2019-07-19 8:30,0.079,0.100,0.106
2019-07-19 8:45,0.079,0.100,0.106
2019-07-19 9:00,0.079,0.100,0.106
2019-07-19 9:15,0.079,0.100,0.106
2019-07-19 9:30,0.079,0.100,0.106
2019-07-19 9:45,0.079,0.100,0.106
2019-07-19 10:00,0.079,0.100,0.106
2019-07-19 10:15,0.079,0.100,0.106
2019-07-19 10:30,0.079,0.100,0.106
2019-07-19 10:45,0.079,0.100,0.106
2019-07-19 11:00,0.079,0.100,0.106
2019-07-19 11:15,0.079,0.100,0.106
2019-07-19 11:30,0.079,0.100,0.106
2019-07-19 11:45,0.079,0.100,0.106
2019-07-19 12:00,0.079,0.099,0.106
2019-07-19 12:15,0.079,0.099,0.106
2019-07-19 12:30,0.079,0.099,0.106
2019-07-19 12:45,0.079,0.099,0.106
2019-07-19 13:00,0.079,0.099,0.106
2019-07-19 13:15,0.080,0.099,0.106
2019-07-19 13:30,0.080,0.099,0.106
2019-07-19 13:45,0.079,0.099,0.106
2019-07-19 14:00,0.079,0.099,0.106
2019-07-19 14:15,0.079,0.098,0.105
2019-07-19 14:30,0.079,0.098,0.105
2019-07-19 14:45,0.080,0.098,0.105
2019-07-19 15:00,0.080,0.098,0.105
2019-07-19 15:15,0.079,0.098,0.105
2019-07-19 15:30,0.079,0.098,0.105
2019-07-19 15:45,0.079,0.098,0.105
2019-07-19 16:00,0.079,0.098,0.105
2019-07-19 16:15,0.079,0.098,0.105
2019-07-19 16:30,0.079,0.098,0.105
2019-07-19 16:45,0.079,0.098,0.105
2019-07-19 17:00,0.079,0.098,0.105
2019-07-19 17:15,0.079,0.098,0.105
2019-07-19 17:30,0.079,0.098,0.105
2019-07-19 17:45,0.079,0.098,0.105
2019-07-19 18:00,0.079,0.098,0.105
2019-07-19 18:15,0.079,0.097,0.105
2019-07-19 18:30,0.079,0.097,0.105
2019-07-19 18:45,0.079,0.097,0.105
2019-07-19 19:00,0.079,0.097,0.105
2019-07-19 19:15,0.079,0.097,0.105
2019-07-19 19:30,0.079,0.097,0.105
2019-07-19 19:45,0.079,0.096,0.105
2019-07-19 20:00,0.079,0.096,0.105
2019-07-19 20:15,0.079,0.097,0.105
2019-07-19 20:30,0.079,0.096,0.105
2019-07-19 20:45,0.079,0.096,0.105
2019-07-19 21:00,0.079,0.096,0.105
2019-07-19 21:15,0.079,0.096,0.104
2019-07-19 21:30,0.079,0.097,0.104
2019-07-19 21:45,0.079,0.096,0.104
2019-07-19 22:00,0.079,0.096,0.104
2019-07-19 22:15,0.079,0.096,0.104
2019-07-19 22:30,0.079,0.096,0.104
2019-07-19 22:45,0.079,0.096,0.103
2019-07-19 23:00,0.079,0.096,0.103
2019-07-19 23:15,0.079,0.096,0.103
2019-07-19 23:30,0.079,0.096,0.103
2019-07-19 23:45,0.079,0.096,0.103
2019-07-20 0:00,0.079,0.096,0.103
2019-07-20 0:15,0.079,0.096,0.103
2019-07-20 0:30,0.079,0.096,0.103
2019-07-20 0:45,0.079,0.096,0.103
2019-07-20 1:00,0.079,0.096,0.103
2019-07-20 1:15,0.079,0.096,0.103
2019-07-20 1:30,0.079,0.096,0.103
2019-07-20 1:45,0.079,0.096,0.103
2019-07-20 2:00,0.079,0.096,0.103
2019-07-20 2:15,0.079,0.096,0.103
2019-07-20 2:30,0.079,0.096,0.103
2019-07-20 2:45,0.079,0.096,0.103
2019-07-20 3:00,0.079,0.096,0.103
2019-07-20 3:15,0.079,0.096,0.103
2019-07-20 3:30,0.079,0.096,0.103
2019-07-20 3:45,0.079,0.096,0.103
2019-07-20 4:00,0.079,0.096,0.103
2019-07-20 4:15,0.080,0.096,0.103
2019-07-20 4:30,0.080,0.096,0.103
2019-07-20 4:45,0.080,0.096,0.103
2019-07-20 5:00,0.080,0.096,0.103
2019-07-20 5:15,0.080,0.096,0.103
2019-07-20 5:30,0.080,0.096,0.103
2019-07-20 5:45,0.080,0.096,0.103
2019-07-20 6:00,0.080,0.096,0.103
2019-07-20 6:15,0.080,0.096,0.103
2019-07-20 6:30,0.080,0.096,0.103
2019-07-20 6:45,0.080,0.096,0.102
2019-07-20 7:00,0.080,0.096,0.102
2019-07-20 7:15,0.081,0.096,0.102
2019-07-20 7:30,0.081,0.096,0.102
2019-07-20 7:45,0.081,0.095,0.102
2019-07-20 8:00,0.081,0.095,0.102
2019-07-20 8:15,0.081,0.096,0.102
2019-07-20 8:30,0.081,0.095,0.102
2019-07-20 8:45,0.081,0.095,0.102
2019-07-20 9:00,0.081,0.095,0.102
2019-07-20 9:15,0.081,0.095,0.102
2019-07-20 9:30,0.081,0.095,0.102
2019-07-20 9:45,0.081,0.095,0.101
2019-07-20 10:00,0.081,0.095,0.101
2019-07-20 10:15,0.081,0.094,0.101
2019-07-20 10:30,0.081,0.094,0.101
2019-07-20 10:45,0.081,0.094,0.101
2019-07-20 11:00,0.081,0.094,0.101
2019-07-20 11:15,0.081,0.094,0.101
2019-07-20 11:30,0.081,0.094,0.101
2019-07-20 11:45,0.081,0.094,0.101
2019-07-20 12:00,0.081,0.094,0.101
2019-07-20 12:15,0.081,0.094,0.101
2019-07-20 12:30,0.081,0.094,0.101
2019-07-20 12:45,0.081,0.094,0.101
2019-07-20 13:00,0.081,0.094,0.101
2019-07-20 13:15,0.081,0.094,0.101
2019-07-20 13:30,0.081,0.094,0.101
2019-07-20 13:45,0.081,0.094,0.101
2019-07-20 14:00,0.081,0.094,0.101
2019-07-20 14:15,0.081,0.094,0.101
2019-07-20 14:30,0.081,0.094,0.101
2019-07-20 14:45,0.081,0.094,0.101
2019-07-20 15:00,0.081,0.094,0.101
2019-07-20 15:15,0.081,0.094,0.101
2019-07-20 15:30,0.081,0.094,0.101
2019-07-20 15:45,0.081,0.094,0.101
2019-07-20 16:00,0.081,0.094,0.100
2019-07-20 16:15,0.081,0.093,0.100
2019-07-20 16:30,0.081,0.093,0.100
2019-07-20 16:45,0.081,0.094,0.100
2019-07-20 17:00,0.081,0.093,0.100
2019-07-20 17:15,0.081,0.093,0.100
2019-07-20 17:30,0.081,0.093,0.100
2019-07-20 17:45,0.081,0.093,0.100
2019-07-20 18:00,0.082,0.093,0.100
2019-07-20 18:15,0.082,0.093,0.100
2019-07-20 18:30,0.082,0.093,0.100
2019-07-20 18:45,0.082,0.093,0.100
2019-07-20 19:00,0.082,0.093,0.100
2019-07-20 19:15,0.082,0.093,0.100
2019-07-20 19:30,0.082,0.093,0.100
2019-07-20 19:45,0.082,0.093,0.100
2019-07-20 20:00,0.082,0.093,0.100
2019-07-20 20:15,0.082,0.093,0.100
2019-07-20 20:30,0.082,0.093,0.100
2019-07-20 20:45,0.082,0.093,0.100
2019-07-20 21:00,0.082,0.093,0.100
2019-07-20 21:15,0.082,0.093,0.100
2019-07-20 21:30,0.082,0.093,0.100
2019-07-20 21:45,0.082,0.093,0.100
2019-07-20 22:00,0.082,0.093,0.100
2019-07-20 22:15,0.082,0.093,0.100
2019-07-20 22:30,0.083,0.093,0.100
2019-07-20 22:45,0.083,0.093,0.100
2019-07-20 23:00,0.083,0.093,0.100
2019-07-20 23:15,0.083,0.093,0.100
2019-07-20 23:30,0.083,0.093,0.100
2019-07-20 23:45,0.083,0.093,0.100
2019-07-21 0:00,0.083,0.093,0.100
2019-07-21 0:15,0.083,0.093,0.100
2019-07-21 0:30,0.083,0.093,0.100
2019-07-21 0:45,0.083,0.093,0.100
2019-07-21 1:00,0.083,0.093,0.100
2019-07-21 1:15,0.083,0.093,0.100
2019-07-21 1:30,0.083,0.092,0.100
2019-07-21 1:45,0.083,0.093,0.100
2019-07-21 2:00,0.083,0.092,0.100
2019-07-21 2:15,0.083,0.093,0.099
2019-07-21 2:30,0.083,0.092,0.099
2019-07-21 2:45,0.083,0.093,0.099
2019-07-21 3:00,0.083,0.092,0.099
2019-07-21 3:15,0.083,0.092,0.099
