bess,port_1,port_2,port_3
2019-07-10 9:30,0.079,0.045,0.065
2019-07-10 9:45,0.079,0.045,0.065
2019-07-10 10:00,0.079,0.045,0.065
2019-07-10 10:15,0.079,0.045,0.065
2019-07-10 10:30,0.079,0.045,0.065
2019-07-10 10:45,0.079,0.045,0.065
2019-07-10 11:00,0.079,0.045,0.065
2019-07-10 11:15,0.079,0.045,0.065
2019-07-10 11:30,0.079,0.044,0.065
2019-07-10 11:45,0.079,0.044,0.065
2019-07-10 12:00,0.079,0.044,0.065
2019-07-10 12:15,0.079,0.044,0.065
2019-07-10 12:30,0.079,0.044,0.065
2019-07-10 12:45,0.079,0.043,0.065
2019-07-10 13:00,0.079,0.043,0.065
2019-07-10 13:15,0.079,0.043,0.065
2019-07-10 13:30,0.079,0.043,0.065
2019-07-10 13:45,0.079,0.043,0.065
2019-07-10 14:00,0.079,0.043,0.066
2019-07-10 14:15,0.079,0.043,0.065
2019-07-10 14:30,0.079,0.043,0.065
2019-07-10 14:45,0.079,0.043,0.065
2019-07-10 15:00,0.079,0.043,0.065
2019-07-10 15:15,0.079,0.043,0.065
2019-07-10 15:30,0.079,0.043,0.065
2019-07-10 15:45,0.079,0.043,0.065
2019-07-10 16:00,0.079,0.043,0.065
2019-07-10 16:15,0.079,0.043,0.065
2019-07-10 16:30,0.079,0.043,0.065
2019-07-10 16:45,0.079,0.043,0.065
2019-07-10 17:00,0.079,0.043,0.065
2019-07-10 17:15,0.079,0.043,0.065
2019-07-10 17:30,0.079,0.043,0.065
2019-07-10 17:45,0.079,0.043,0.065
2019-07-10 18:00,0.077,0.043,0.064
2019-07-10 18:15,0.076,0.043,0.062
2019-07-10 18:30,0.076,0.043,0.062
2019-07-10 18:45,0.075,0.044,0.062
2019-07-10 19:00,0.075,0.045,0.062
2019-07-10 19:15,0.074,0.047,0.062
2019-07-10 19:30,0.074,0.049,0.062
2019-07-10 19:45,0.074,0.054,0.062
2019-07-10 20:00,0.074,0.061,0.062
2019-07-10 20:15,0.074,0.067,0.062
2019-07-10 20:30,0.074,0.073,0.062
2019-07-10 20:45,0.074,0.077,0.062
2019-07-10 21:00,0.074,0.083,0.062
2019-07-10 21:15,0.074,0.086,0.061
2019-07-10 21:30,0.074,0.089,0.061
2019-07-10 21:45,0.074,0.092,0.061
2019-07-10 22:00,0.074,0.094,0.061
2019-07-10 22:15,0.074,0.095,0.061
2019-07-10 22:30,0.075,0.096,0.061
2019-07-10 22:45,0.075,0.098,0.061
2019-07-10 23:00,0.075,0.098,0.061
2019-07-10 23:15,0.075,0.099,0.061
2019-07-10 23:30,0.075,0.100,0.061
2019-07-10 23:45,0.075,0.100,0.061
2019-07-11 0:00,0.075,0.100,0.061
2019-07-11 0:15,0.075,0.101,0.061
2019-07-11 0:30,0.075,0.101,0.061
2019-07-11 0:45,0.075,0.101,0.060
2019-07-11 1:00,0.075,0.101,0.060
2019-07-11 1:15,0.075,0.101,0.060
2019-07-11 1:30,0.076,0.101,0.060
2019-07-11 1:45,0.076,0.102,0.060
2019-07-11 2:00,0.076,0.102,0.060
2019-07-11 2:15,0.076,0.102,0.060
2019-07-11 2:30,0.076,0.102,0.061
2019-07-11 2:45,0.076,0.102,0.061
2019-07-11 3:00,0.076,0.102,0.061
2019-07-11 3:15,0.076,0.102,0.061
2019-07-11 3:30,0.076,0.102,0.061
2019-07-11 3:45,0.075,0.102,0.061
2019-07-11 4:00,0.075,0.102,0.062
2019-07-11 4:15,0.075,0.102,0.062
2019-07-11 4:30,0.075,0.102,0.062
2019-07-11 4:45,0.075,0.102,0.062
2019-07-11 5:00,0.075,0.102,0.062
2019-07-11 5:15,0.075,0.102,0.062
2019-07-11 5:30,0.075,0.102,0.062
2019-07-11 5:45,0.075,0.101,0.062
2019-07-11 6:00,0.075,0.101,0.063
2019-07-11 6:15,0.075,0.101,0.062
2019-07-11 6:30,0.076,0.101,0.062
2019-07-11 6:45,0.076,0.101,0.062
2019-07-11 7:00,0.076,0.101,0.062
2019-07-11 7:15,0.076,0.101,0.062
2019-07-11 7:30,0.076,0.101,0.062
2019-07-11 7:45,0.076,0.101,0.062
2019-07-11 8:00,0.076,0.101,0.062
2019-07-11 8:15,0.076,0.101,0.062
2019-07-11 8:30,0.076,0.101,0.062
2019-07-11 8:45,0.076,0.101,0.062
2019-07-11 9:00,0.076,0.101,0.062
2019-07-11 9:15,0.076,0.101,0.062
2019-07-11 9:30,0.076,0.100,0.062
2019-07-11 9:45,0.076,0.100,0.062
2019-07-11 10:00,0.076,0.100,0.062
2019-07-11 10:15,0.076,0.100,0.062
2019-07-11 10:30,0.076,0.100,0.062
2019-07-11 10:45,0.076,0.100,0.062
2019-07-11 11:00,0.076,0.100,0.062
2019-07-11 11:15,0.076,0.100,0.063
2019-07-11 11:30,0.076,0.100,0.062
2019-07-11 11:45,0.076,0.100,0.062
2019-07-11 12:00,0.076,0.100,0.063
2019-07-11 12:15,0.076,0.100,0.063
2019-07-11 12:30,0.076,0.100,0.063
2019-07-11 12:45,0.076,0.100,0.064
2019-07-11 13:00,0.076,0.100,0.064
2019-07-11 13:15,0.076,0.100,0.064
2019-07-11 13:30,0.076,0.100,0.063
2019-07-11 13:45,0.076,0.099,0.063
2019-07-11 14:00,0.076,0.099,0.063
2019-07-11 14:15,0.077,0.099,0.063
2019-07-11 14:30,0.077,0.099,0.063
2019-07-11 14:45,0.076,0.099,0.064
2019-07-11 15:00,0.077,0.098,0.064
2019-07-11 15:15,0.077,0.098,0.064
2019-07-11 15:30,0.077,0.098,0.063
2019-07-11 15:45,0.077,0.098,0.064
2019-07-11 16:00,0.077,0.098,0.064
2019-07-11 16:15,0.077,0.098,0.064
2019-07-11 16:30,0.077,0.098,0.064
2019-07-11 16:45,0.077,0.098,0.064
2019-07-11 17:00,0.077,0.098,0.064
2019-07-11 17:15,0.077,0.098,0.064
2019-07-11 17:30,0.077,0.098,0.064
2019-07-11 17:45,0.077,0.098,0.064
2019-07-11 18:00,0.077,0.098,0.064
2019-07-11 18:15,0.077,0.097,0.064
2019-07-11 18:30,0.077,0.097,0.064
2019-07-11 18:45,0.077,0.097,0.064
2019-07-11 19:00,0.077,0.097,0.064
2019-07-11 19:15,0.077,0.096,0.064
2019-07-11 19:30,0.077,0.096,0.064
2019-07-11 19:45,0.077,0.096,0.064
2019-07-11 20:00,0.077,0.096,0.064
2019-07-11 20:15,0.077,0.096,0.064
2019-07-11 20:30,0.077,0.096,0.064
2019-07-11 20:45,0.077,0.096,0.064
2019-07-11 21:00,0.077,0.096,0.064
2019-07-11 21:15,0.077,0.096,0.064
2019-07-11 21:30,0.077,0.096,0.064
2019-07-11 21:45,0.077,0.096,0.064
2019-07-11 22:00,0.077,0.096,0.064
2019-07-11 22:15,0.077,0.096,0.064
2019-07-11 22:30,0.077,0.096,0.064
2019-07-11 22:45,0.077,0.096,0.064
2019-07-11 23:00,0.077,0.096,0.064
2019-07-11 23:15,0.077,0.096,0.064
2019-07-11 23:30,0.077,0.096,0.064
2019-07-11 23:45,0.077,0.096,0.064
2019-07-12 0:00,0.077,0.096,0.064
2019-07-12 0:15,0.077,0.096,0.064
2019-07-12 0:30,0.077,0.096,0.064
2019-07-12 0:45,0.077,0.095,0.064
2019-07-12 1:00,0.077,0.095,0.064
2019-07-12 1:15,0.077,0.095,0.064
2019-07-12 1:30,0.077,0.095,0.065
2019-07-12 1:45,0.077,0.095,0.065
2019-07-12 2:00,0.077,0.095,0.065
2019-07-12 2:15,0.077,0.095,0.065
2019-07-12 2:30,0.077,0.095,0.065
2019-07-12 2:45,0.077,0.095,0.065
2019-07-12 3:00,0.077,0.094,0.065
2019-07-12 3:15,0.077,0.094,0.065
2019-07-12 3:30,0.077,0.094,0.065
2019-07-12 3:45,0.077,0.094,0.065
2019-07-12 4:00,0.077,0.094,0.065
2019-07-12 4:15,0.077,0.094,0.065
2019-07-12 4:30,0.077,0.094,0.065
2019-07-12 4:45,0.077,0.094,0.065
2019-07-12 5:00,0.077,0.094,0.065
2019-07-12 5:15,0.077,0.094,0.065
2019-07-12 5:30,0.077,0.094,0.065
2019-07-12 5:45,0.077,0.094,0.065
2019-07-12 6:00,0.077,0.094,0.065
2019-07-12 6:15,0.077,0.094,0.066
2019-07-12 6:30,0.077,0.094,0.066
2019-07-12 6:45,0.077,0.094,0.066
2019-07-12 7:00,0.077,0.094,0.066
2019-07-12 7:15,0.077,0.094,0.066
2019-07-12 7:30,0.077,0.094,0.066
2019-07-12 7:45,0.077,0.094,0.066
2019-07-12 8:00,0.077,0.093,0.066
2019-07-12 8:15,0.077,0.093,0.066
2019-07-12 8:30,0.077,0.093,0.066
2019-07-12 8:45,0.077,0.093,0.066
2019-07-12 9:00,0.077,0.093,0.066
2019-07-12 9:15,0.077,0.093,0.066
2019-07-12 9:30,0.077,0.093,0.066
2019-07-12 9:45,0.077,0.093,0.066
2019-07-12 10:00,0.077,0.093,0.066
2019-07-12 10:15,0.077,0.093,0.066
2019-07-12 10:30,0.077,0.093,0.066
2019-07-12 10:45,0.077,0.093,0.066
2019-07-12 11:00,0.077,0.093,0.066
2019-07-12 11:15,0.077,0.093,0.066
2019-07-12 11:30,0.077,0.093,0.066
2019-07-12 11:45,0.077,0.093,0.066
2019-07-12 12:00,0.077,0.093,0.066
2019-07-12 12:15,0.077,0.093,0.066
2019-07-12 12:30,0.077,0.093,0.066
2019-07-12 12:45,0.077,0.092,0.065
2019-07-12 13:00,0.077,0.092,0.065
2019-07-12 13:15,0.078,0.092,0.065
2019-07-12 13:30,0.077,0.092,0.065
2019-07-12 13:45,0.077,0.092,0.065
2019-07-12 14:00,0.077,0.092,0.065
2019-07-12 14:15,0.077,0.092,0.065
2019-07-12 14:30,0.077,0.091,0.064
2019-07-12 14:45,0.078,0.091,0.064
2019-07-12 15:00,0.079,0.091,0.064
2019-07-12 15:15,0.079,0.091,0.064
2019-07-12 15:30,0.079,0.091,0.064
2019-07-12 15:45,0.078,0.091,0.064
2019-07-12 16:00,0.078,0.091,0.063
2019-07-12 16:15,0.078,0.091,0.063
2019-07-12 16:30,0.078,0.091,0.063
2019-07-12 16:45,0.079,0.091,0.063
2019-07-12 17:00,0.079,0.091,0.064
2019-07-12 17:15,0.079,0.091,0.064
2019-07-12 17:30,0.079,0.091,0.064
2019-07-12 17:45,0.079,0.091,0.064
2019-07-12 18:00,0.079,0.091,0.064
2019-07-12 18:15,0.079,0.091,0.064
2019-07-12 18:30,0.078,0.091,0.063
2019-07-12 18:45,0.078,0.090,0.063
2019-07-12 19:00,0.079,0.091,0.064
2019-07-12 19:15,0.079,0.090,0.064
2019-07-12 19:30,0.079,0.091,0.064
2019-07-12 19:45,0.079,0.090,0.064
2019-07-12 20:00,0.079,0.090,0.064
2019-07-12 20:15,0.079,0.090,0.064
2019-07-12 20:30,0.079,0.090,0.064
2019-07-12 20:45,0.079,0.090,0.064
2019-07-12 21:00,0.079,0.090,0.064
2019-07-12 21:15,0.079,0.090,0.064
2019-07-12 21:30,0.079,0.089,0.064
2019-07-12 21:45,0.079,0.089,0.064
2019-07-12 22:00,0.079,0.089,0.064
2019-07-12 22:15,0.079,0.090,0.064
2019-07-12 22:30,0.079,0.089,0.064
2019-07-12 22:45,0.079,0.090,0.064
2019-07-12 23:00,0.079,0.089,0.064
2019-07-12 23:15,0.079,0.089,0.064
2019-07-12 23:30,0.079,0.089,0.064
2019-07-12 23:45,0.079,0.089,0.064
2019-07-13 0:00,0.079,0.089,0.064
2019-07-13 0:15,0.079,0.089,0.064
2019-07-13 0:30,0.079,0.089,0.064
2019-07-13 0:45,0.079,0.089,0.064
2019-07-13 1:00,0.079,0.089,0.064
2019-07-13 1:15,0.079,0.089,0.064
2019-07-13 1:30,0.080,0.089,0.064
2019-07-13 1:45,0.080,0.089,0.064
2019-07-13 2:00,0.080,0.089,0.064
2019-07-13 2:15,0.080,0.089,0.064
2019-07-13 2:30,0.080,0.089,0.064
2019-07-13 2:45,0.080,0.089,0.064
2019-07-13 3:00,0.080,0.089,0.064
2019-07-13 3:15,0.080,0.089,0.064
2019-07-13 3:30,0.080,0.089,0.064
2019-07-13 3:45,0.080,0.089,0.064
2019-07-13 4:00,0.080,0.089,0.064
2019-07-13 4:15,0.080,0.089,0.064
2019-07-13 4:30,0.080,0.089,0.064
2019-07-13 4:45,0.080,0.089,0.064
2019-07-13 5:00,0.080,0.089,0.064
2019-07-13 5:15,0.080,0.089,0.064
2019-07-13 5:30,0.080,0.089,0.064
2019-07-13 5:45,0.080,0.089,0.064
2019-07-13 6:00,0.081,0.089,0.064
2019-07-13 6:15,0.080,0.089,0.064
2019-07-13 6:30,0.080,0.089,0.064
2019-07-13 6:45,0.081,0.089,0.064
2019-07-13 7:00,0.081,0.089,0.064
2019-07-13 7:15,0.081,0.089,0.064
2019-07-13 7:30,0.081,0.089,0.064
2019-07-13 7:45,0.081,0.089,0.064
2019-07-13 8:00,0.081,0.089,0.064
2019-07-13 8:15,0.081,0.089,0.064
2019-07-13 8:30,0.081,0.089,0.064
2019-07-13 8:45,0.081,0.089,0.064
2019-07-13 9:00,0.081,0.089,0.064
2019-07-13 9:15,0.081,0.089,0.064
2019-07-13 9:30,0.081,0.089,0.065
2019-07-13 9:45,0.081,0.089,0.065
2019-07-13 10:00,0.081,0.089,0.065
2019-07-13 10:15,0.081,0.088,0.065
2019-07-13 10:30,0.081,0.089,0.065
2019-07-13 10:45,0.081,0.088,0.065
2019-07-13 11:00,0.081,0.088,0.065
2019-07-13 11:15,0.080,0.088,0.064
2019-07-13 11:30,0.080,0.088,0.064
2019-07-13 11:45,0.081,0.088,0.065
2019-07-13 12:00,0.081,0.088,0.065
2019-07-13 12:15,0.081,0.088,0.065
2019-07-13 12:30,0.081,0.088,0.065
2019-07-13 12:45,0.081,0.088,0.065
2019-07-13 13:00,0.080,0.088,0.065
2019-07-13 13:15,0.080,0.087,0.064
2019-07-13 13:30,0.080,0.087,0.065
2019-07-13 13:45,0.080,0.087,0.064
2019-07-13 14:00,0.081,0.087,0.065
2019-07-13 14:15,0.081,0.087,0.065
2019-07-13 14:30,0.081,0.087,0.065
2019-07-13 14:45,0.081,0.086,0.065
2019-07-13 15:00,0.081,0.086,0.065
2019-07-13 15:15,0.081,0.086,0.065
2019-07-13 15:30,0.081,0.086,0.065
2019-07-13 15:45,0.081,0.086,0.065
2019-07-13 16:00,0.081,0.086,0.065
2019-07-13 16:15,0.081,0.086,0.065
2019-07-13 16:30,0.081,0.086,0.065
2019-07-13 16:45,0.081,0.086,0.065
2019-07-13 17:00,0.081,0.086,0.065
2019-07-13 17:15,0.081,0.086,0.065
2019-07-13 17:30,0.081,0.086,0.065
2019-07-13 17:45,0.081,0.086,0.065
2019-07-13 18:00,0.081,0.086,0.065
2019-07-13 18:15,0.081,0.086,0.065
2019-07-13 18:30,0.081,0.086,0.065
2019-07-13 18:45,0.081,0.086,0.065
2019-07-13 19:00,0.081,0.085,0.065
2019-07-13 19:15,0.081,0.085,0.065
2019-07-13 19:30,0.081,0.085,0.065
2019-07-13 19:45,0.081,0.085,0.065
2019-07-13 20:00,0.081,0.085,0.065
2019-07-13 20:15,0.081,0.085,0.065
2019-07-13 20:30,0.081,0.085,0.065
2019-07-13 20:45,0.081,0.085,0.065
2019-07-13 21:00,0.081,0.085,0.065
2019-07-13 21:15,0.081,0.085,0.065
2019-07-13 21:30,0.081,0.085,0.065
2019-07-13 21:45,0.081,0.085,0.065
2019-07-13 22:00,0.081,0.084,0.066
2019-07-13 22:15,0.081,0.084,0.065
2019-07-13 22:30,0.081,0.084,0.066
2019-07-13 22:45,0.081,0.084,0.065
2019-07-13 23:00,0.081,0.085,0.066
2019-07-13 23:15,0.081,0.085,0.066
2019-07-13 23:30,0.081,0.085,0.066
2019-07-13 23:45,0.081,0.084,0.066
2019-07-14 0:00,0.081,0.084,0.066
2019-07-14 0:15,0.081,0.084,0.066
2019-07-14 0:30,0.081,0.084,0.066
2019-07-14 0:45,0.081,0.084,0.066
2019-07-14 1:00,0.081,0.084,0.066
2019-07-14 1:15,0.081,0.084,0.066
2019-07-14 1:30,0.081,0.084,0.066
2019-07-14 1:45,0.081,0.084,0.066
2019-07-14 2:00,0.081,0.084,0.066
2019-07-14 2:15,0.081,0.084,0.066
2019-07-14 2:30,0.081,0.084,0.066
2019-07-14 2:45,0.081,0.084,0.066
2019-07-14 3:00,0.081,0.084,0.065
2019-07-14 3:15,0.081,0.084,0.065
2019-07-14 3:30,0.081,0.084,0.065
2019-07-14 3:45,0.081,0.084,0.066
2019-07-14 4:00,0.081,0.084,0.066
2019-07-14 4:15,0.081,0.084,0.066
2019-07-14 4:30,0.081,0.084,0.066
2019-07-14 4:45,0.081,0.084,0.066
2019-07-14 5:00,0.081,0.084,0.066
2019-07-14 5:15,0.081,0.084,0.066
2019-07-14 5:30,0.081,0.084,0.066
2019-07-14 5:45,0.081,0.083,0.066
2019-07-14 6:00,0.081,0.083,0.066
2019-07-14 6:15,0.081,0.084,0.066
2019-07-14 6:30,0.081,0.084,0.066
2019-07-14 6:45,0.081,0.083,0.066
2019-07-14 7:00,0.081,0.083,0.066
2019-07-14 7:15,0.081,0.083,0.066
2019-07-14 7:30,0.081,0.083,0.066
2019-07-14 7:45,0.081,0.083,0.066
2019-07-14 8:00,0.081,0.083,0.066
2019-07-14 8:15,0.081,0.083,0.066
2019-07-14 8:30,0.081,0.083,0.066
2019-07-14 8:45,0.081,0.083,0.066
2019-07-14 9:00,0.081,0.083,0.066
2019-07-14 9:15,0.081,0.083,0.066
2019-07-14 9:30,0.081,0.083,0.066
2019-07-14 9:45,0.081,0.083,0.066
2019-07-14 10:00,0.081,0.083,0.066
2019-07-14 10:15,0.081,0.083,0.066
2019-07-14 10:30,0.081,0.083,0.066
2019-07-14 10:45,0.081,0.083,0.066
2019-07-14 11:00,0.081,0.083,0.066
2019-07-14 11:15,0.081,0.083,0.066
2019-07-14 11:30,0.080,0.083,0.066
2019-07-14 11:45,0.080,0.083,0.066
2019-07-14 12:00,0.079,0.082,0.066
2019-07-14 12:15,0.079,0.082,0.065
2019-07-14 12:30,0.079,0.082,0.065
2019-07-14 12:45,0.079,0.082,0.065
2019-07-14 13:00,0.079,0.082,0.065
2019-07-14 13:15,0.079,0.082,0.065
2019-07-14 13:30,0.079,0.081,0.065
2019-07-14 13:45,0.079,0.081,0.065
2019-07-14 14:00,0.079,0.081,0.065
2019-07-14 14:15,0.079,0.081,0.065
2019-07-14 14:30,0.079,0.081,0.065
2019-07-14 14:45,0.079,0.081,0.065
2019-07-14 15:00,0.079,0.081,0.065
2019-07-14 15:15,0.079,0.081,0.065
2019-07-14 15:30,0.079,0.081,0.065
2019-07-14 15:45,0.079,0.081,0.065
2019-07-14 16:00,0.079,0.081,0.065
2019-07-14 16:15,0.079,0.081,0.065
2019-07-14 16:30,0.079,0.081,0.065
2019-07-14 16:45,0.079,0.081,0.065
2019-07-14 17:00,0.079,0.080,0.065
2019-07-14 17:15,0.079,0.080,0.065
2019-07-14 17:30,0.079,0.080,0.065
2019-07-14 17:45,0.079,0.080,0.065
2019-07-14 18:00,0.079,0.080,0.065
2019-07-14 18:15,0.079,0.080,0.065
2019-07-14 18:30,0.079,0.080,0.065
2019-07-14 18:45,0.079,0.079,0.065
2019-07-14 19:00,0.079,0.079,0.065
2019-07-14 19:15,0.079,0.079,0.065
