"Plot Title: 17"
"#","Date Time, GMT-04:00","Temp, °C","Bad Battery","Coupler Attached","Host Connected","Stopped","End Of File"
63,19/07/20 02:30:00,23.966,,,,,
64,19/07/20 02:45:00,25.125,,,,,
65,19/07/20 03:00:00,25.416,,,,,
66,19/07/20 03:15:00,26.000,,,,,
67,19/07/20 03:30:00,26.097,,,,,
68,19/07/20 03:45:00,25.902,,,,,
69,19/07/20 04:00:00,25.708,,,,,
70,19/07/20 04:15:00,26.097,,,,,
71,19/07/20 04:30:00,25.708,,,,,
72,19/07/20 04:45:00,25.319,,,,,
73,19/07/20 05:00:00,24.835,,,,,
74,19/07/20 05:15:00,24.448,,,,,
75,19/07/20 05:30:00,24.158,,,,,
76,19/07/20 05:45:00,23.869,,,,,
77,19/07/20 06:00:00,23.581,,,,,
78,19/07/20 06:15:00,23.292,,,,,
79,19/07/20 06:30:00,23.004,,,,,
80,19/07/20 06:45:00,22.812,,,,,
81,19/07/20 07:00:00,22.717,,,,,
82,19/07/20 07:15:00,22.621,,,,,
83,19/07/20 07:30:00,22.621,,,,,
84,19/07/20 07:45:00,22.717,,,,,
85,19/07/20 08:00:00,22.908,,,,,
86,19/07/20 08:15:00,23.100,,,,,
87,19/07/20 08:30:00,23.196,,,,,
88,19/07/20 08:45:00,23.581,,,,,
89,19/07/20 09:00:00,23.966,,,,,
90,19/07/20 09:15:00,24.158,,,,,
91,19/07/20 09:30:00,24.545,,,,,
92,19/07/20 09:45:00,25.513,,,,,
93,19/07/20 10:00:00,26.195,,,,,
94,19/07/20 10:15:00,28.754,,,,,
95,19/07/20 10:30:00,27.272,,,,,
96,19/07/20 10:45:00,26.683,,,,,
97,19/07/20 11:00:00,26.390,,,,,
98,19/07/20 11:15:00,25.513,,,,,
99,19/07/20 11:30:00,25.125,,,,,
100,19/07/20 11:45:00,25.125,,,,,
101,19/07/20 12:00:00,25.028,,,,,
102,19/07/20 12:15:00,24.931,,,,,
103,19/07/20 12:30:00,24.738,,,,,
104,19/07/20 12:45:00,24.835,,,,,
105,19/07/20 13:00:00,24.931,,,,,
106,19/07/20 13:15:00,24.641,,,,,
107,19/07/20 13:30:00,24.931,,,,,
108,19/07/20 13:45:00,24.931,,,,,
109,19/07/20 14:00:00,24.931,,,,,
110,19/07/20 14:15:00,24.738,,,,,
111,19/07/20 14:30:00,24.255,,,,,
112,19/07/20 14:45:00,23.966,,,,,
113,19/07/20 15:00:00,23.581,,,,,
114,19/07/20 15:15:00,23.196,,,,,
115,19/07/20 15:30:00,22.717,,,,,
116,19/07/20 15:45:00,22.142,,,,,
117,19/07/20 16:00:00,21.664,,,,,
118,19/07/20 16:15:00,21.187,,,,,
119,19/07/20 16:30:00,21.091,,,,,
120,19/07/20 16:45:00,21.187,,,,,
121,19/07/20 17:00:00,21.187,,,,,
122,19/07/20 17:15:00,21.282,,,,,
123,19/07/20 17:30:00,21.282,,,,,
124,19/07/20 17:45:00,21.282,,,,,
125,19/07/20 18:00:00,21.473,,,,,
126,19/07/20 18:15:00,21.569,,,,,
127,19/07/20 18:30:00,21.569,,,,,
128,19/07/20 18:45:00,21.664,,,,,
129,19/07/20 19:00:00,21.664,,,,,
130,19/07/20 19:15:00,21.569,,,,,
131,19/07/20 19:30:00,21.569,,,,,
132,19/07/20 19:45:00,21.569,,,,,
133,19/07/20 20:00:00,21.187,,,,,
134,19/07/20 20:15:00,20.996,,,,,
135,19/07/20 20:30:00,20.615,,,,,
136,19/07/20 20:45:00,20.519,,,,,
137,19/07/20 21:00:00,20.329,,,,,
138,19/07/20 21:15:00,20.138,,,,,
139,19/07/20 21:30:00,20.043,,,,,
140,19/07/20 21:45:00,19.948,,,,,
141,19/07/20 22:00:00,19.853,,,,,
142,19/07/20 22:15:00,19.758,,,,,
143,19/07/20 22:30:00,19.567,,,,,
144,19/07/20 22:45:00,19.567,,,,,
145,19/07/20 23:00:00,19.472,,,,,
146,19/07/20 23:15:00,19.472,,,,,
147,19/07/20 23:30:00,19.282,,,,,
148,19/07/20 23:45:00,19.187,,,,,
149,19/07/21 00:00:00,18.901,,,,,
150,19/07/21 00:15:00,18.806,,,,,
151,19/07/21 00:30:00,18.616,,,,,
152,19/07/21 00:45:00,18.426,,,,,
153,19/07/21 01:00:00,18.236,,,,,
154,19/07/21 01:15:00,18.045,,,,,
155,19/07/21 01:30:00,17.855,,,,,
156,19/07/21 01:45:00,17.855,,,,,
157,19/07/21 02:00:00,17.855,,,,,
158,19/07/21 02:15:00,17.855,,,,,
159,19/07/21 02:30:00,17.760,,,,,
160,19/07/21 02:45:00,17.570,,,,,
161,19/07/21 03:00:00,17.284,,,,,
162,19/07/21 03:15:00,17.094,,,,,
163,19/07/21 03:30:00,16.903,,,,,
164,19/07/21 03:45:00,16.713,,,,,
165,19/07/21 04:00:00,16.523,,,,,
166,19/07/21 04:15:00,16.427,,,,,
167,19/07/21 04:30:00,16.237,,,,,
168,19/07/21 04:45:00,16.141,,,,,
169,19/07/21 05:00:00,16.141,,,,,
170,19/07/21 05:15:00,16.141,,,,,
171,19/07/21 05:30:00,16.046,,,,,
172,19/07/21 05:45:00,16.046,,,,,
173,19/07/21 06:00:00,15.951,,,,,
174,19/07/21 06:15:00,15.855,,,,,
175,19/07/21 06:30:00,15.760,,,,,
176,19/07/21 06:45:00,15.951,,,,,
177,19/07/21 07:00:00,15.855,,,,,
178,19/07/21 07:15:00,16.046,,,,,
179,19/07/21 07:30:00,16.332,,,,,
180,19/07/21 07:45:00,16.713,,,,,
181,19/07/21 08:00:00,16.903,,,,,
182,19/07/21 08:15:00,17.284,,,,,
183,19/07/21 08:30:00,17.950,,,,,
184,19/07/21 08:45:00,18.521,,,,,
185,19/07/21 09:00:00,18.521,,,,,
186,19/07/21 09:15:00,18.996,,,,,
187,19/07/21 09:30:00,19.377,,,,,
188,19/07/21 09:45:00,19.567,,,,,
189,19/07/21 10:00:00,20.234,,,,,
190,19/07/21 10:15:00,24.255,,,,,
191,19/07/21 10:30:00,23.196,,,,,
192,19/07/21 10:45:00,22.333,,,,,
193,19/07/21 11:00:00,23.196,,,,,
194,19/07/21 11:15:00,23.100,,,,,
195,19/07/21 11:30:00,23.292,,,,,
196,19/07/21 11:45:00,23.581,,,,,
197,19/07/21 12:00:00,24.835,,,,,
198,19/07/21 12:15:00,24.641,,,,,
199,19/07/21 12:30:00,25.805,,,,,
200,19/07/21 12:45:00,24.931,,,,,
201,19/07/21 13:00:00,24.931,,,,,
202,19/07/21 13:15:00,24.931,,,,,
203,19/07/21 13:30:00,25.222,,,,,
204,19/07/21 13:45:00,25.125,,,,,
205,19/07/21 14:00:00,25.319,,,,,
206,19/07/21 14:15:00,25.222,,,,,
207,19/07/21 14:30:00,25.416,,,,,
208,19/07/21 14:45:00,25.513,,,,,
209,19/07/21 15:00:00,25.708,,,,,
210,19/07/21 15:15:00,25.513,,,,,
211,19/07/21 15:30:00,25.319,,,,,
212,19/07/21 15:45:00,25.708,,,,,
213,19/07/21 16:00:00,25.805,,,,,
214,19/07/21 16:15:00,25.708,,,,,
215,19/07/21 16:30:00,25.708,,,,,
216,19/07/21 16:45:00,25.610,,,,,
217,19/07/21 17:00:00,25.805,,,,,
218,19/07/21 17:15:00,25.513,,,,,
219,19/07/21 17:30:00,25.319,,,,,
220,19/07/21 17:45:00,24.545,,,,,
221,19/07/21 18:00:00,23.388,,,,,
222,19/07/21 18:15:00,22.621,,,,,
223,19/07/21 18:30:00,22.717,,,,,
224,19/07/21 18:45:00,22.429,,,,,
225,19/07/21 19:00:00,22.142,,,,,
226,19/07/21 19:15:00,21.855,,,,,
227,19/07/21 19:30:00,21.569,,,,,
228,19/07/21 19:45:00,21.378,,,,,
229,19/07/21 20:00:00,21.282,,,,,
230,19/07/21 20:15:00,21.091,,,,,
231,19/07/21 20:30:00,20.615,,,,,
232,19/07/21 20:45:00,20.138,,,,,
233,19/07/21 21:00:00,19.758,,,,,
234,19/07/21 21:15:00,19.472,,,,,
235,19/07/21 21:30:00,19.092,,,,,
236,19/07/21 21:45:00,18.711,,,,,
237,19/07/21 22:00:00,18.331,,,,,
238,19/07/21 22:15:00,18.140,,,,,
239,19/07/21 22:30:00,17.950,,,,,
240,19/07/21 22:45:00,17.570,,,,,
241,19/07/21 23:00:00,17.189,,,,,
242,19/07/21 23:15:00,16.903,,,,,
243,19/07/21 23:30:00,16.618,,,,,
244,19/07/21 23:45:00,16.427,,,,,
245,19/07/22 00:00:00,16.141,,,,,
246,19/07/22 00:15:00,15.760,,,,,
247,19/07/22 00:30:00,15.569,,,,,
248,19/07/22 00:45:00,15.187,,,,,
249,19/07/22 01:00:00,14.709,,,,,
250,19/07/22 01:15:00,14.613,,,,,
251,19/07/22 01:30:00,14.613,,,,,
252,19/07/22 01:45:00,14.613,,,,,
253,19/07/22 02:00:00,14.709,,,,,
254,19/07/22 02:15:00,14.613,,,,,
255,19/07/22 02:30:00,14.517,,,,,
256,19/07/22 02:45:00,14.517,,,,,
257,19/07/22 03:00:00,14.517,,,,,
258,19/07/22 03:15:00,14.421,,,,,
259,19/07/22 03:30:00,14.325,,,,,
260,19/07/22 03:45:00,14.230,,,,,
261,19/07/22 04:00:00,14.038,,,,,
262,19/07/22 04:15:00,13.942,,,,,
263,19/07/22 04:30:00,13.846,,,,,
264,19/07/22 04:45:00,13.846,,,,,
265,19/07/22 05:00:00,13.846,,,,,
266,19/07/22 05:15:00,13.750,,,,,
267,19/07/22 05:30:00,13.846,,,,,
268,19/07/22 05:45:00,13.750,,,,,
269,19/07/22 06:00:00,13.654,,,,,
270,19/07/22 06:15:00,13.558,,,,,
271,19/07/22 06:30:00,13.461,,,,,
272,19/07/22 06:45:00,13.461,,,,,
273,19/07/22 07:00:00,13.558,,,,,
274,19/07/22 07:15:00,13.654,,,,,
275,19/07/22 07:30:00,13.942,,,,,
276,19/07/22 07:45:00,13.846,,,,,
277,19/07/22 08:00:00,14.038,,,,,
278,19/07/22 08:15:00,14.230,,,,,
279,19/07/22 08:30:00,14.421,,,,,
280,19/07/22 08:45:00,14.804,,,,,
281,19/07/22 09:00:00,15.760,,,,,
282,19/07/22 09:15:00,16.713,,,,,
283,19/07/22 09:30:00,17.475,,,,,
284,19/07/22 09:45:00,18.236,,,,,
285,19/07/22 10:00:00,18.901,,,,,
286,19/07/22 10:15:00,23.966,,,,,
287,19/07/22 10:30:00,22.525,,,,,
288,19/07/22 10:45:00,21.473,,,,,
289,19/07/22 11:00:00,21.664,,,,,
290,19/07/22 11:15:00,21.855,,,,,
291,19/07/22 11:30:00,22.238,,,,,
292,19/07/22 11:45:00,22.238,,,,,
293,19/07/22 12:00:00,23.484,,,,,
294,19/07/22 12:15:00,23.292,,,,,
295,19/07/22 12:30:00,24.545,,,,,
296,19/07/22 12:45:00,23.677,,,,,
297,19/07/22 13:00:00,23.581,,,,,
298,19/07/22 13:15:00,23.869,,,,,
299,19/07/22 13:30:00,24.158,,,,,
300,19/07/22 13:45:00,24.351,,,,,
301,19/07/22 14:00:00,24.351,,,,,
302,19/07/22 14:15:00,24.448,,,,,
303,19/07/22 14:30:00,24.545,,,,,
304,19/07/22 14:45:00,24.738,,,,,
305,19/07/22 15:00:00,24.738,,,,,
306,19/07/22 15:15:00,24.641,,,,,
307,19/07/22 15:30:00,25.028,,,,,
308,19/07/22 15:45:00,24.931,,,,,
309,19/07/22 16:00:00,24.641,,,,,
310,19/07/22 16:15:00,25.125,,,,,
311,19/07/22 16:30:00,24.931,,,,,
312,19/07/22 16:45:00,24.931,,,,,
313,19/07/22 17:00:00,24.835,,,,,
314,19/07/22 17:15:00,24.835,,,,,
315,19/07/22 17:30:00,24.738,,,,,
316,19/07/22 17:45:00,24.641,,,,,
317,19/07/22 18:00:00,24.158,,,,,
318,19/07/22 18:15:00,23.773,,,,,
319,19/07/22 18:30:00,23.484,,,,,
320,19/07/22 18:45:00,23.100,,,,,
321,19/07/22 19:00:00,22.812,,,,,
322,19/07/22 19:15:00,22.333,,,,,
323,19/07/22 19:30:00,21.951,,,,,
324,19/07/22 19:45:00,21.569,,,,,
325,19/07/22 20:00:00,21.473,,,,,
326,19/07/22 20:15:00,21.760,,,,,
327,19/07/22 20:30:00,20.805,,,,,
328,19/07/22 20:45:00,20.329,,,,,
329,19/07/22 21:00:00,19.758,,,,,
330,19/07/22 21:15:00,19.187,,,,,
331,19/07/22 21:30:00,18.616,,,,,
332,19/07/22 21:45:00,18.236,,,,,
333,19/07/22 22:00:00,17.855,,,,,
334,19/07/22 22:15:00,17.189,,,,,
335,19/07/22 22:30:00,16.523,,,,,
336,19/07/22 22:45:00,16.332,,,,,
337,19/07/22 23:00:00,15.951,,,,,
338,19/07/22 23:15:00,15.855,,,,,
339,19/07/22 23:30:00,15.760,,,,,
340,19/07/22 23:45:00,15.760,,,,,
341,19/07/23 00:00:00,15.569,,,,,
342,19/07/23 00:15:00,15.664,,,,,
343,19/07/23 00:30:00,15.378,,,,,
344,19/07/23 00:45:00,15.282,,,,,
345,19/07/23 01:00:00,15.473,,,,,
346,19/07/23 01:15:00,15.760,,,,,
347,19/07/23 01:30:00,15.855,,,,,
348,19/07/23 01:45:00,15.664,,,,,
349,19/07/23 02:00:00,15.187,,,,,
350,19/07/23 02:15:00,14.900,,,,,
351,19/07/23 02:30:00,14.613,,,,,
352,19/07/23 02:45:00,14.421,,,,,
353,19/07/23 03:00:00,14.421,,,,,
354,19/07/23 03:15:00,14.421,,,,,
355,19/07/23 03:30:00,14.325,,,,,
356,19/07/23 03:45:00,14.134,,,,,
357,19/07/23 04:00:00,13.942,,,,,
358,19/07/23 04:15:00,13.942,,,,,
359,19/07/23 04:30:00,14.038,,,,,
360,19/07/23 04:45:00,13.942,,,,,
361,19/07/23 05:00:00,13.942,,,,,
362,19/07/23 05:15:00,13.846,,,,,
363,19/07/23 05:30:00,13.942,,,,,
364,19/07/23 05:45:00,14.038,,,,,
365,19/07/23 06:00:00,14.421,,,,,
366,19/07/23 06:15:00,14.517,,,,,
367,19/07/23 06:30:00,14.613,,,,,
368,19/07/23 06:45:00,14.517,,,,,
369,19/07/23 07:00:00,14.134,,,,,
370,19/07/23 07:15:00,14.134,,,,,
371,19/07/23 07:30:00,14.230,,,,,
372,19/07/23 07:45:00,14.230,,,,,
373,19/07/23 08:00:00,14.421,,,,,
374,19/07/23 08:15:00,14.517,,,,,
375,19/07/23 08:30:00,14.804,,,,,
376,19/07/23 08:45:00,14.996,,,,,
377,19/07/23 09:00:00,15.664,,,,,
378,19/07/23 09:15:00,16.141,,,,,
379,19/07/23 09:30:00,16.427,,,,,
380,19/07/23 09:45:00,17.094,,,,,
381,19/07/23 10:00:00,17.379,,,,,
382,19/07/23 10:15:00,17.475,,,,,
383,19/07/23 10:30:00,18.806,,,,,
384,19/07/23 10:45:00,18.806,,,,,
385,19/07/23 11:00:00,18.616,,,,,
386,19/07/23 11:15:00,18.901,,,,,
387,19/07/23 11:30:00,19.472,,,,,
388,19/07/23 11:45:00,19.092,,,,,
389,19/07/23 12:00:00,19.758,,,,,
390,19/07/23 12:15:00,20.805,,,,,
391,19/07/23 12:30:00,22.812,,,,,
392,19/07/23 12:45:00,20.996,,,,,
393,19/07/23 13:00:00,20.901,,,,,
394,19/07/23 13:15:00,21.187,,,,,
395,19/07/23 13:30:00,21.855,,,,,
396,19/07/23 13:45:00,21.664,,,,,
397,19/07/23 14:00:00,21.569,,,,,
398,19/07/23 14:15:00,21.855,,,,,
399,19/07/23 14:30:00,22.429,,,,,
400,19/07/23 14:45:00,21.855,,,,,
401,19/07/23 15:00:00,21.951,,,,,
402,19/07/23 15:15:00,22.333,,,,,
403,19/07/23 15:30:00,22.238,,,,,
404,19/07/23 15:45:00,22.238,,,,,
405,19/07/23 16:00:00,22.908,,,,,
406,19/07/23 16:15:00,23.677,,,,,
407,19/07/23 16:30:00,22.717,,,,,
408,19/07/23 16:45:00,22.621,,,,,
409,19/07/23 17:00:00,23.196,,,,,
410,19/07/23 17:15:00,23.292,,,,,
411,19/07/23 17:30:00,23.388,,,,,
412,19/07/23 17:45:00,23.100,,,,,
413,19/07/23 18:00:00,23.004,,,,,
414,19/07/23 18:15:00,22.621,,,,,
415,19/07/23 18:30:00,22.525,,,,,
416,19/07/23 18:45:00,22.238,,,,,
417,19/07/23 19:00:00,21.855,,,,,
418,19/07/23 19:15:00,21.664,,,,,
419,19/07/23 19:30:00,21.282,,,,,
420,19/07/23 19:45:00,20.901,,,,,
421,19/07/23 20:00:00,20.710,,,,,
422,19/07/23 20:15:00,21.187,,,,,
423,19/07/23 20:30:00,19.853,,,,,
424,19/07/23 20:45:00,19.187,,,,,
425,19/07/23 21:00:00,18.711,,,,,
426,19/07/23 21:15:00,18.331,,,,,
427,19/07/23 21:30:00,17.950,,,,,
428,19/07/23 21:45:00,17.570,,,,,
429,19/07/23 22:00:00,17.094,,,,,
430,19/07/23 22:15:00,16.903,,,,,
431,19/07/23 22:30:00,16.713,,,,,
432,19/07/23 22:45:00,16.237,,,,,
433,19/07/23 23:00:00,15.855,,,,,
434,19/07/23 23:15:00,15.664,,,,,
435,19/07/23 23:30:00,15.282,,,,,
436,19/07/23 23:45:00,15.187,,,,,
437,19/07/24 00:00:00,15.091,,,,,
438,19/07/24 00:15:00,14.996,,,,,
439,19/07/24 00:30:00,14.709,,,,,
440,19/07/24 00:45:00,14.613,,,,,
441,19/07/24 01:00:00,14.325,,,,,
442,19/07/24 01:15:00,14.134,,,,,
443,19/07/24 01:30:00,14.134,,,,,
444,19/07/24 01:45:00,13.942,,,,,
445,19/07/24 02:00:00,13.846,,,,,
446,19/07/24 02:15:00,13.942,,,,,
447,19/07/24 02:30:00,14.038,,,,,
448,19/07/24 02:45:00,13.846,,,,,
449,19/07/24 03:00:00,13.654,,,,,
450,19/07/24 03:15:00,13.558,,,,,
451,19/07/24 03:30:00,13.365,,,,,
452,19/07/24 03:45:00,12.980,,,,,
453,19/07/24 04:00:00,12.401,,,,,
454,19/07/24 04:15:00,12.110,,,,,
455,19/07/24 04:30:00,11.819,,,,,
456,19/07/24 04:45:00,11.916,,,,,
457,19/07/24 05:00:00,12.110,,,,,
458,19/07/24 05:15:00,12.207,,,,,
459,19/07/24 05:30:00,12.207,,,,,
460,19/07/24 05:45:00,12.110,,,,,
461,19/07/24 06:00:00,12.207,,,,,
462,19/07/24 06:15:00,12.207,,,,,
463,19/07/24 06:30:00,12.497,,,,,
464,19/07/24 06:45:00,12.690,,,,,
465,19/07/24 07:00:00,12.883,,,,,
466,19/07/24 07:15:00,12.883,,,,,
467,19/07/24 07:30:00,13.173,,,,,
468,19/07/24 07:45:00,13.558,,,,,
469,19/07/24 08:00:00,14.038,,,,,
470,19/07/24 08:15:00,14.804,,,,,
471,19/07/24 08:30:00,15.569,,,,,
472,19/07/24 08:45:00,16.237,,,,,
473,19/07/24 09:00:00,16.999,,,,,
474,19/07/24 09:15:00,17.665,,,,,
475,19/07/24 09:30:00,18.140,,,,,
476,19/07/24 09:45:00,19.282,,,,,
477,19/07/24 10:00:00,19.948,,,,,
478,19/07/24 10:15:00,22.333,,,,,
479,19/07/24 10:30:00,22.525,,,,,
480,19/07/24 10:45:00,22.238,,,,,
481,19/07/24 11:00:00,22.333,,,,,
482,19/07/24 11:15:00,22.717,,,,,
483,19/07/24 11:30:00,23.196,,,,,
484,19/07/24 11:45:00,23.581,,,,,
485,19/07/24 12:00:00,22.908,,,,,
486,19/07/24 12:15:00,21.569,,,,,
487,19/07/24 12:30:00,21.091,,,,,
488,19/07/24 12:45:00,20.710,,,,,
489,19/07/24 13:00:00,19.377,,,,,
490,19/07/24 13:15:00,19.092,,,,,
491,19/07/24 13:30:00,19.853,,,,,
492,19/07/24 13:45:00,19.567,,,,,
493,19/07/24 14:00:00,19.662,,,,,
494,19/07/24 14:15:00,20.710,,,,,
495,19/07/24 14:30:00,20.805,,,,,
496,19/07/24 14:45:00,21.091,,,,,
497,19/07/24 15:00:00,22.429,,,,,
498,19/07/24 15:15:00,24.158,,,,,
499,19/07/24 15:30:00,24.835,,,,,
500,19/07/24 15:45:00,24.931,,,,,
501,19/07/24 16:00:00,25.125,,,,,
502,19/07/24 16:15:00,25.319,,,,,
503,19/07/24 16:30:00,24.835,,,,,
504,19/07/24 16:45:00,24.062,,,,,
505,19/07/24 17:00:00,24.545,,,,,
506,19/07/24 17:15:00,24.545,,,,,
507,19/07/24 17:30:00,24.738,,,,,
508,19/07/24 17:45:00,24.448,,,,,
509,19/07/24 18:00:00,23.966,,,,,
510,19/07/24 18:15:00,23.581,,,,,
511,19/07/24 18:30:00,22.908,,,,,
512,19/07/24 18:45:00,23.100,,,,,
513,19/07/24 19:00:00,22.717,,,,,
514,19/07/24 19:15:00,22.429,,,,,
515,19/07/24 19:30:00,22.238,,,,,
516,19/07/24 19:45:00,22.238,,,,,
517,19/07/24 20:00:00,21.760,,,,,
518,19/07/24 20:15:00,21.378,,,,,
519,19/07/24 20:30:00,21.091,,,,,
520,19/07/24 20:45:00,20.805,,,,,
521,19/07/24 21:00:00,20.615,,,,,
522,19/07/24 21:15:00,20.234,,,,,
523,19/07/24 21:30:00,20.043,,,,,
524,19/07/24 21:45:00,19.853,,,,,
525,19/07/24 22:00:00,19.567,,,,,
526,19/07/24 22:15:00,19.187,,,,,
527,19/07/24 22:30:00,18.996,,,,,
528,19/07/24 22:45:00,18.806,,,,,
529,19/07/24 23:00:00,18.806,,,,,
530,19/07/24 23:15:00,18.711,,,,,
531,19/07/24 23:30:00,18.711,,,,,
532,19/07/24 23:45:00,18.521,,,,,
533,19/07/25 00:00:00,18.331,,,,,
534,19/07/25 00:15:00,18.236,,,,,
535,19/07/25 00:30:00,18.140,,,,,
536,19/07/25 00:45:00,18.045,,,,,
537,19/07/25 01:00:00,18.045,,,,,
538,19/07/25 01:15:00,17.950,,,,,
539,19/07/25 01:30:00,17.760,,,,,
540,19/07/25 01:45:00,17.665,,,,,
541,19/07/25 02:00:00,17.570,,,,,
542,19/07/25 02:15:00,17.475,,,,,
543,19/07/25 02:30:00,17.284,,,,,
544,19/07/25 02:45:00,17.189,,,,,
545,19/07/25 03:00:00,17.189,,,,,
546,19/07/25 03:15:00,17.189,,,,,
547,19/07/25 03:30:00,17.094,,,,,
548,19/07/25 03:45:00,16.903,,,,,
549,19/07/25 04:00:00,16.903,,,,,
550,19/07/25 04:15:00,16.903,,,,,
551,19/07/25 04:30:00,16.808,,,,,
552,19/07/25 04:45:00,16.713,,,,,
553,19/07/25 05:00:00,16.713,,,,,
554,19/07/25 05:15:00,16.618,,,,,
555,19/07/25 05:30:00,16.523,,,,,
556,19/07/25 05:45:00,16.523,,,,,
557,19/07/25 06:00:00,16.523,,,,,
558,19/07/25 06:15:00,16.427,,,,,
559,19/07/25 06:30:00,16.332,,,,,
560,19/07/25 06:45:00,16.332,,,,,
561,19/07/25 07:00:00,16.618,,,,,
562,19/07/25 07:15:00,16.808,,,,,
563,19/07/25 07:30:00,16.903,,,,,
564,19/07/25 07:45:00,16.999,,,,,
565,19/07/25 08:00:00,17.189,,,,,
566,19/07/25 08:15:00,17.475,,,,,
567,19/07/25 08:30:00,17.950,,,,,
568,19/07/25 08:45:00,18.426,,,,,
569,19/07/25 09:00:00,18.806,,,,,
570,19/07/25 09:15:00,19.377,,,,,
571,19/07/25 09:30:00,19.853,,,,,
572,19/07/25 09:45:00,20.329,,,,,
573,19/07/25 10:00:00,20.901,,,,,
574,19/07/25 10:15:00,22.238,,,,,
575,19/07/25 10:30:00,23.100,,,,,
576,19/07/25 10:45:00,22.908,,,,,
577,19/07/25 11:00:00,23.196,,,,,
578,19/07/25 11:15:00,23.677,,,,,
579,19/07/25 11:30:00,24.062,,,,,
580,19/07/25 11:45:00,24.545,,,,,
581,19/07/25 12:00:00,25.319,,,,,
582,19/07/25 12:15:00,25.610,,,,,
583,19/07/25 12:30:00,26.585,,,,,
584,19/07/25 12:45:00,26.488,,,,,
585,19/07/25 13:00:00,26.683,,,,,
586,19/07/25 13:15:00,27.075,,,,,
587,19/07/25 13:30:00,27.173,,,,,
588,19/07/25 13:45:00,27.468,,,,,
589,19/07/25 14:00:00,27.764,,,,,
590,19/07/25 14:15:00,27.862,,,,,
591,19/07/25 14:30:00,28.159,,,,,
592,19/07/25 14:45:00,28.357,,,,,
593,19/07/25 15:00:00,28.456,,,,,
594,19/07/25 15:15:00,28.655,,,,,
595,19/07/25 15:30:00,28.853,,,,,
596,19/07/25 15:45:00,28.754,,,,,
597,19/07/25 16:00:00,29.053,,,,,
598,19/07/25 16:15:00,28.853,,,,,
599,19/07/25 16:30:00,28.953,,,,,
600,19/07/25 16:45:00,28.953,,,,,
601,19/07/25 17:00:00,28.853,,,,,
602,19/07/25 17:15:00,28.456,,,,,
